Mæg	mag
broðor	broðor
dead	dead
bið	None
&	None
læfð	None
his	hit|his|he
wif	wif
&	None
n	næs|ne
æfð	None
nan	nan
bearn	birnan|biernan|beornan|beirnan|bearn
þæt	þæt|se
his	hit|his|he
broðor	broðor
nime	niman
his	hit|his|he
wif	wif
&	None
his	hit|his|he
broðor	broðor
sæd	sæd
wecce	weccan
Eornostlice	eornostlice
seofon	seofon
gebroþru	gebroðor|broþor
wæron	wesan|seon|beon
&	None
se	se
æresta	ærest
nam	niman
wif	wif
&	None
wearð	None
dead	dead
na	na
læfedum	None
sæde	sæd|secgan
And	and
þa	þu|þa|se
nam	niman
se	se
oðer	oðer
hi	hi|heo
&	None
wearð	None
dead	dead
ne	nesan|neh|ne
se	se
sæd	sæd
ne	nesan|neh|ne
læfde	læfan
Gelice	gelice
se	se
þridda	þridda
&	None
ealle	ealle|eall|eal
seofon	seofon
hi	hi|heo
hæfdon	habban
&	None
sæd	sæd
ne	nesan|neh|ne
læfdon	læfan
Ealra	eal
æftemest	æfter
þa	þu|þa|se
forðferde	forþferan
þæt	þæt|se
wif	wif
On	on
þam	þæm|þam|se
æriste	ærist
hwylces	hwilc
þara	þær|se
seofona	seofon
bið	None
þæt	þæt|se
wif	wif
Hi	hi
ealle	ealle|eall|eal
hi	hi|heo
hæfdon	habban
Þa	þa|se
andswarode	andswarian
him	him|hi|he
se	se
hælend	hælend
hu	hu
ne	nesan|neh|ne
dweligað	None
ge	ge
forþam	forðam
þe	þu|þe|se
ge	ge
n	næs|ne
yton	None
þa	þu|þa|se
halgan	halig|halga|haleg
gewritu	gewrit
ne	nesan|neh|ne
Godes	godes|god
mægen	mægen|magan
Soðlice	soþlice|soðlice
þonne	þonne|se
hi	hi|heo
of	of
deaðe	None
arisaþ	arisan
ne	nesan|neh|ne
wifiaþ	wifian
hi	hi|heo
ne	nesan|neh|ne
ne	nesan|neh|ne
gyftigeað	giftian
ac	acan|ac
hi	hi|heo
synt	None
swylce	swilce
Godes	godes|god
englas	engel
on	on|an
heofonum	heofon
Be	be
þam	þæm|þam|se
deadum	dead
þæt	þæt|se
hi	hi|heo
arison	arisan
ne	nesan|neh|ne
rædde	rædan
ge	ge
on	on|an
Moyses	moyses
bec	None
hu	hu
God	god
to	toh|to
him	him|hi|he
cwæþ	cweþan
ofer	ofer
þone	se
gorstbeam	gorstbeam
ic	ic
eom	wesan|seon|eoh
Abrahames	abraham
God	god
&	None
Isaaces	isaac
God	god
&	None
Iacobes	iacob
God	god
N	ne
is	wesan|seon|is
God	god
deadra	dead
ac	acan|ac
he	he
hys	his
lybbendra	None
Soðlice	soþlice|soðlice
swyþe	swyþ|swyðe|swiðe
ge	ge
dweligeað	None
Ða	þa|se
genealæhte	genealæcan
him	him|hi|he
an	on|an
of	of
þam	þæm|þam|se
bocerum	bocere
þe	þu|þe|se
he	he
gehyrde	gehyrdan|gehyran
hi	hi|heo
smeagende	smeagean|smeagan
&	None
geseah	geseon
þæt	þæt|se
he	he
him	him|hi|he
wel	wel
andswarode	andswarian
&	None
ahsode	None
hine	he
hwæt	hwæt#2
wære	wære|wær|wesan|seon|beon
ealra	eall|eal
beboda	bebod
mæst	micel
Þa	þa|se
andswarode	andswarian
he	he
him	him|hi|he
þæt	þæt|se
is	wesan|seon|is
þæt	þæt|se
mæste	micel
bebod	bebod
ealra	eall|eal
Israhel	israhel
gehyr	gehyran
urne	yrnan|ure|irnan|iernan
Drihten	dryhten
God	god
he	he
is	wesan|seon|is
And	and
lufa	lufu|lufian
þinne	þinne|þin
Drihten	dryhten
God	god
of	of
ealre	eall|eal
þinre	þinne|þin
heortan	heorte
&	None
of	of
ealre	eall|eal
þinre	þinne|þin
sawle	sawol|sawel
eallum	eall|eal
þinum	þin
mode	mod
&	None
of	of
eallum	eall|eal
þinum	þin
mægene	None
þæt	þæt|se
is	wesan|seon|is
þæt	þæt|se
fyrmeste	fyrmest
bebod	bebod
Soðlice	soþlice|soðlice
is	wesan|seon|is
oðer	oðer
þissum	þes
gelic	None
lufa	lufu|lufian
þinne	þinne|þin
nehstan	nihsta
swa	swa
þe	þu|þe|se
sylfne	silf|self
N	ne
ys	None
oðer	oðer
mare	micel|mare|mara
bebod	bebod
Ða	þa|se
cwæþ	cweþan
se	se
bocere	bocere
Lareow	None
well	well|wel
þu	þu
on	on|an
soþe	soþ
cwæde	cweþan|cweðan
þæt	þæt|se
an	on|an
God	god
is	wesan|seon|is
&	None
n	næs|ne
is	wesan|seon|is
oðer	oðer
butan	butan
him	him|hi|he
&	None
ðæt	þæt|ðæt|se
he	he
si	seon
gelufod	lufian|gelufod|gelufian
of	of
ealre	eall|eal
heortan	heorte
&	None
of	of
eallum	eall|eal
andgyte	andgit
&	None
of	of
ealre	eall|eal
sawle	sawol|sawel
&	None
of	of
ealre	eall|eal
strengðe	strengðu
&	None
lufigean	None
his	hit|his|he
nehstan	nihsta
swa	swa
hine	he
sylfne	silf|self
þæt	þæt|se
is	wesan|seon|is
mare	micel|mare|mara
eallum	eall|eal
onsægdnyssum	onsægedness
&	None
offrungum	offrung
Ða	þa|se
se	se
hælend	hælend
geseah	geseon
þæt	þæt|se
he	he
him	him|hi|he
wislice	wislice
andwyrde	andwyrde|andwyrdan|andwerdan
he	he
sæde	sæd|secgan
him	him|hi|he
ne	nesan|neh|ne
art	None
þu	þu
feorr	feorran|feorr|feor
fram	fram
Godes	godes|god
rice	romana
&	None
hine	he
ne	nesan|neh|ne
dorste	durran
nan	nan
mann	mann
ahsian	ahsian
Ða	þa|se
cwæþ	cweþan
se	se
hælend	hælend
on	on|an
þam	þæm|þam|se
temple	templ|tempel
lærende	læran
hu	hu
secgað	None
þa	þu|þa|se
boceras	boh|bocere
þæt	þæt|se
Crist	crist|Crist
sy	su
Dauides	dauid
sunu	sunu
Dauid	dauid
sylf	self
cwæþ	cweþan
to	toh|to
þam	þæm|þam|se
halgan	halig|halga|haleg
gaste	gast
Drihten	dryhten
cwæþ	cweþan
to	toh|to
minum	minum|min
Drihtne	dryhten
site	sittan
on	on|an
mine	min
swyðran	None
healfe	healf
oð	oþ|oð
ic	ic
þine	þin
fynd	None
asette	asettan
to	toh|to
fotsceamole	fotsceamel
þinra	þinne|þin
fota	fot
Dauid	dauid
sylf	self
nemde	nemnan
hine	he
Drihten	dryhten
&	None
hwanon	hwanan
is	wesan|seon|is
he	he
his	hit|his|he
sunu	sunu
And	and
mycel	micel
menegu	menigu
hine	he
luflice	luflice
gehyrde	gehyrdan|gehyran
Þa	þa|se
sæde	sæd|secgan
he	he
him	him|hi|he
on	on|an
his	hit|his|he
lare	lar
warniað	warenian
fram	fram
bocerum	bocere
þa	þu|þa|se
wyllað	None
on	on|an
gegyrlum	gegerela
gan	gan
&	None
beon	beon|beo|bannan
on	on|an
strætum	stræt
grete	grætan|gretan
&	None
on	on|an
fyrmestum	fyrmest|forma
lareowsetlum	lareowsetl
sittan	sittan
on	on|an
gesamnungum	gesamnung
&	None
þa	þu|þa|se
fyrmestan	fyrmest
setl	setl
on	on|an
gebeorscipum	gebeorscipe
Þa	þa|se
ðe	þu|þe|ðe
wudewena	widuwe
hus	hus
forswelgað	None
mid	mid
heora	hira|hi|heore
langsuman	langsum
gebede	gebed
þa	þu|þa|se
onfoð	None
lengestne	lengest
dom	don|dom
Ða	þa|se
sæt	sæt|sittan
se	se
hælend	hælend
ongen	ongeagn
þone	se
tollsceamol	tollsceamol
&	None
geseah	geseon
hu	hu
þæt	þæt|se
folc	folc
hyra	hyra|hyr|hira|hi
feoh	feoh
torfude	None
on	on|an
þone	se
tollsceamul	tollsceamol
&	None
manega	manig|manega
welige	welig
torfudon	None
fela	fela
Þa	þa|se
com	cuman
an	on|an
earm	earm
wuduwe	wuduwe|widuwe
and	and
wearp	weorpan
twegen	twegen
feorðlingas	feorþling
Ða	þa|se
clypode	clypian
he	he
his	hit|his|he
leorningcnihtas	leornungcniht
&	None
sæde	sæd|secgan
him	him|hi|he
soþlice	soþlice
ic	ic
eow	ge|eowan|eow
secge	secg
þæt	þæt|se
þeos	þes|þeoh|se
earme	earm
wuduwe	wuduwe|widuwe
eallinga	eallinga
mæst	micel
sealde	sellan
þara	þær|se
þe	þu|þe|se
on	on|an
tollsceamul	tollsceamol
sealdon	sellan
Ealle	eal
sendon	sendan
of	of
þam	þæm|þam|se
þe	þu|þe|se
hi	hi|heo
genoh	genoh
hæfdon	habban
Soðlice	soþlice|soðlice
þeos	þes|þeoh|se
of	of
hyre	hyrian|hyre|hyran|hyr|hire|heo
yrmþe	irmþ
eall	eall|eal
þæt	þæt|se
heo	heo
hæfde	habban
sealde	sellan
ealle	ealle|eall|eal
hyre	hyrian|hyre|hyran|hyr|hire|heo
andlyfene	andleofen
Ða	þa|se
he	he
of	of
þam	þæm|þam|se
temple	templ|tempel
eode	gan|eadan
þa	þu|þa|se
cwæð	cweðan
an	on|an
of	of
his	hit|his|he
leorningcnihtum	leornungcniht
to	toh|to
him	him|hi|he
Lareow	None
loca	locian|loc
hwylce	hwilc
stanas	stan
her	heran|her
synt	None
&	None
hwylce	hwilc
getimbrunga	getimbrung
þisses	þes
temples	templ|tempel
Þa	þa|se
cwæð	cweðan
se	se
hælend	hælend
ne	nesan|neh|ne
geseo	geseon
ge	ge
ealle	ealle|eall|eal
þas	þes
mycelan	micel
getimbrunga	getimbrung
Ne	ne
bið	None
her	heran|her
læfed	læfan
stan	stan
ofer	ofer
stan	stan
þe	þu|þe|se
ne	nesan|neh|ne
beo	beon|beo
toworpen	toweorpan
Þa	þa|se
hi	hi|heo
sæton	sittan
on	on|an
Oliuetes	oliuete
Dune	None
ongen	ongeagn
þæt	þæt|se
tempel	templ|tempel
synderlice	synderlice
hine	he
Petrus	petrus
&	None
Iacobus	iacob
&	None
Iohannes	iohannes
&	None
Andreas	andreas
ahsodon	None
Sege	None
us	we|us
hwænne	hwanne
þas	þes
þing	þingan|þing
gewurdon	geweorþan
&	None
hwylc	hwylc|hwilc
tacen	tacn|tacen|tacan
bið	None
þænne	þonne
ealle	ealle|eall|eal
þas	þes
ðing	None
onginnað	None
beon	beon|beo|bannan
geendud	geendian
Þa	þa|se
ongan	onginnan
se	se
hælend	hælend
him	him|hi|he
andswarigende	andswarian
to	toh|to
cweðan	cweðan
warniað	warenian
þæt	þæt|se
eow	ge|eowan|eow
nan	nan
mann	mann
ne	nesan|neh|ne
beswice	beswican
Soþlice	soþlice
manega	manig|manega
cumað	None
on	on|an
minum	minum|min
naman	naman|nama
&	None
cweþað	None
ic	ic
eom	wesan|seon|eoh
Crist	crist|Crist
&	None
beswicað	None
manega	manig|manega
&	None
þonne	þonne|se
ge	ge
gehyrað	None
gefeohtu	gefeoht
&	None
gefeohta	gefeoht
hlisan	hlisa
ne	nesan|neh|ne
ondræde	ondrædan
ge	ge
eow	ge|eowan|eow
Hit	hit
gebyrað	gebyrian
þæt	þæt|se
hit	hit
gebelimpe	gebelimpan
ac	acan|ac
þonne	þonne|se
gyt	git
n	næs|ne
is	wesan|seon|is
ende	ende
Soðlice	soþlice|soðlice
þeod	þeodan|þeod
arist	arisan
agen	ongeagn|agen|agan
þeode	þeon|þeodan|þeod
&	None
rice	romana
ongen	ongeagn
rice	romana
&	None
beoð	None
eorþan	eorþe|eorþ
styrunga	styrung
geond	geond
stowa	stow
&	None
hungor	hungor
þis	þes
synd	None
sara	sar
angin	angin
Warniað	warenian
eow	ge|eowan|eow
sylfe	self
Hi	hi
syllað	None
eow	ge|eowan|eow
on	on|an
geþeahte	geþeaht
&	None
swingað	None
on	on|an
gesamnungum	gesamnung
&	None
ge	ge
standað	None
beforan	beforan
demum	dema
&	None
cyningum	cyninge|cyning
for	for|faran
minum	minum|min
naman	naman|nama
him	him|hi|he
on	on|an
gewitnesse	gewitnes
&	None
on	on|an
ealle	ealle|eall|eal
þeoda	þeod
ærest	ærest|ær
gebyrað	gebyrian
beon	beon|beo|bannan
þæt	þæt|se
godspel	godspell|godspel
gebodud	gebodian
&	None
þonne	þonne|se
hi	hi|heo
syllende	None
eow	ge|eowan|eow
læþað	None
ne	nesan|neh|ne
foresmeage	foresmeagan
ge	ge
hwæt	hwæt#2
ge	ge
specan	specan
ac	acan|ac
specað	None
þæt	þæt|se
eow	ge|eowan|eow
on	on|an
þære	þære|se
tide	tidan|tid
geseald	sellan|gesellan|geseald
bið	None
Ne	ne
synd	None
ge	ge
na	na
specende	specan
ac	acan|ac
se	se
Halga	None
Gast	None
Soðlice	soþlice|soðlice
se	se
broðor	broðor
þone	se
broþor	broþor|broðor
to	toh|to
deaðe	None
sylð	None
&	None
se	se
fæder	fæder
his	hit|his|he
sunu	sunu
&	None
þa	þu|þa|se
bearn	birnan|biernan|beornan|beirnan|bearn
arisað	arisan
agen	ongeagn|agen|agan
hyra	hyra|hyr|hira|hi
magas	mæg|maga
&	None
mid	mid
deaðe	None
hi	hi|heo
gewæceað	gewæcan
&	None
ge	ge
beoð	None
eallum	eall|eal
on	on|an
hatunge	hatung
for	for|faran
minum	minum|min
naman	naman|nama
Soðlice	soþlice|soðlice
se	se
bið	None
hal	hal
se	se
þe	þu|þe|se
oð	oþ|oð
ende	ende
þurhwunað	None
Ðonne	þonne
ge	ge
geseoð	None
þære	þære|se
toworpednysse	toworpenness
asceonunge	ascunung
standan	standan
þar	þær
heo	heo
ne	nesan|neh|ne
sceal	sculan
þonne	þonne|se
ongyte	ongitan
se	se
þe	þu|þe|se
ræt	rædan
fleon	fleon
þonne	þonne|se
on	on|an
muntas	munt
þa	þu|þa|se
ðe	þu|þe|ðe
synt	None
on	on|an
Iudea	iudeas|iudea
&	None
se	se
ðe	þu|þe|ðe
is	wesan|seon|is
ofer	ofer
þecene	þecen
ne	nesan|neh|ne
stige	stigan|stig
he	he
on	on|an
his	hit|his|he
hus	hus
ne	nesan|neh|ne
he	he
in	in
ne	nesan|neh|ne
ga	gan
þæt	þæt|se
he	he
aht	aht|agan
on	on|an
his	hit|his|he
huse	hus
nime	niman
&	None
se	se
ðe	þu|þe|ðe
bið	None
on	on|an
æcere	æcer
ne	nesan|neh|ne
cyrre	cyrran
he	he
ongean	ongeagn
þæt	þæt|se
he	he
his	hit|his|he
reaf	reofan|reaf
nime	niman
Wa	wa
cennedum	None
on	on|an
þam	þæm|þam|se
dagum	dæg|dah|dag
Biddað	None
þæt	þæt|se
ðis	þes
on	on|an
wintra	wintra|winter
ne	nesan|neh|ne
gewurðe	None
Soþlice	soþlice
on	on|an
þam	þæm|þam|se
dagum	dæg|dah|dag
beoð	None
swylce	swilce
gedrefednessa	gedrefednes
swylce	swilce
ne	nesan|neh|ne
gewurdon	geweorþan
of	of
frymmðe	frymþ
þære	þære|se
gesceafte	None
þe	þu|þe|se
God	god
gesceop	gesceppan
oð	oþ|oð
nu	nu
ne	nesan|neh|ne
na	na
ne	nesan|neh|ne
gewurþað	None
And	and
gif	gif
Drihten	dryhten
þas	þes
dagas	dæg|dah|dag
ne	nesan|neh|ne
gescyrte	gescyrtan
nan	nan
flæsc	flæsc
ne	nesan|neh|ne
wurde	weorþan
hal	hal
ac	acan|ac
for	for|faran
þam	þæm|þam|se
gecorenum	gecorenum
þe	þu|þe|se
he	he
geceas	geceosan
he	he
gescyrte	gescyrtan
þa	þu|þa|se
dagas	dæg|dah|dag
And	and
gif	gif
eow	ge|eowan|eow
hwylc	hwylc|hwilc
segð	None
witodlice	witodlice
her	heran|her
is	wesan|seon|is
Crist	crist|Crist
witodlice	witodlice
þær	þær
he	he
is	wesan|seon|is
ne	nesan|neh|ne
gelyfe	gelyfan
ge	ge
Soðlice	soþlice|soðlice
lease	leas
cristas	crist
&	None
lease	leas
witegan	witega
arisað	arisan
&	None
wyrcað	None
forebeacnu	forebeacen
to	toh|to
beswicanne	None
eac	eacan|eac
gif	gif
hit	hit
beon	beon|beo|bannan
mæg	mæg|magan
þa	þu|þa|se
gecorenan	geceosan
Warniað	warenian
eow	ge|eowan|eow
nu	nu
ealle	ealle|eall|eal
þing	þingan|þing
þe	þu|þe|se
ic	ic
eow	ge|eowan|eow
foresæde	foresecgan
Ac	ac
on	on|an
þam	þæm|þam|se
dagum	dæg|dah|dag
æfter	æfter
þære	þære|se
geswencednysse	geswencednes
bið	None
sunne	sunne|sinnan
aþeostrod	aþeostrian
&	None
se	se
mona	mona
his	hit|his|he
beorhtnesse	beorhtnes
ne	nesan|neh|ne
sylð	None
&	None
heofones	heofon
steorran	steorra
beoð	None
feallende	feallan
&	None
beoð	None
astyrode	None
þa	þu|þa|se
megenu	None
þe	þu|þe|se
on	on|an
heofonum	heofon
synt	None
Ðonne	þonne
geseoð	None
hi	hi|heo
mannes	mann
sunu	sunu
cumendne	None
on	on|an
genipum	genip
mid	mid
mycelum	micel
mægene	None
&	None
wuldre	wuldor
Þonne	þonne
sent	sendan
he	he
his	hit|his|he
englas	engel
&	None
hi	hi|heo
gaderiað	None
his	hit|his|he
gecorenan	geceosan
of	of
feower	feower
windum	wind
of	of
eorþan	eorþe|eorþ
heanesse	heahnes
oþ	oþ
heofones	heofon
heahnesse	heahnes
Leorniað	None
an	on|an
bigspell	bigspell
be	be
þam	þæm|þam|se
fictreowe	fictreow
þonne	þonne|se
his	hit|his|he
twi	twig
bið	None
mearu	mearu
&	None
leaf	leaf
beoð	None
acennede	acennan
ge	ge
witon	witan
þæt	þæt|se
sumor	sumor|sumer
is	wesan|seon|is
gehende	gehende
&	None
wite	wite|witan
ge	ge
þonne	þonne|se
ge	ge
þas	þes
ðing	None
geseoð	None
þæt	þæt|se
he	he
is	wesan|seon|is
dura	duru
gehende	gehende
Soðlice	soþlice|soðlice
ic	ic
eow	ge|eowan|eow
secge	secg
þæt	þæt|se
þeos	þes|þeoh|se
cneores	cneores
ne	nesan|neh|ne
gewit	gewitan
ær	ær
þam	þæm|þam|se
ealle	ealle|eall|eal
þas	þes
ðing	None
gewurðon	None
Heofon	None
&	None
eorðe	eorþ|eorðe
gewitað	None
witodlice	witodlice
mine	min
word	word
ne	nesan|neh|ne
gewitað	None
Be	be
þam	þæm|þam|se
dæge	dæge|dæg
&	None
þære	þære|se
tide	tidan|tid
nan	nan
mann	mann
n	næs|ne
at	None
ne	nesan|neh|ne
englas	engel
on	on|an
heofone	heofon
ne	nesan|neh|ne
mannes	mann
sunu	sunu
buton	butan
fæder	fæder
ana	ana|an
Warniað	warenian
&	None
waciað	None
&	None
gebiddaþ	gebiddan
eow	ge|eowan|eow
ge	ge
n	næs|ne
yton	None
hwænne	hwanne
seo	seon|seo|se
tid	tidan|tid
ys	None
Swa	swa
se	se
man	munan|mann|man
ælþeodilice	ælþeodiglice
ferde	feran
forlet	forlætan
his	hit|his|he
hus	hus
&	None
sealde	sellan
his	hit|his|he
þeowum	þeow
þæne	se
anwald	anweald
gehwylces	gehwilc
weorces	weorc
&	None
beode	beodan|beod|bebeodan
þam	þæm|þam|se
durewearde	duruweard
þæt	þæt|se
he	he
wacige	wacian
Eornostlice	eornostlice
wacigeað	None
ge	ge
n	næs|ne
yton	None
hwænne	hwanne
þæs	se
huses	hus
hlaford	hlaford
cymð	None
þe	þu|þe|se
on	on|an
æfen	æfen
þe	þu|þe|se
on	on|an
midre	midd
nihte	niht|neaht
þe	þu|þe|se
on	on|an
hancrede	hancred
þe	þu|þe|se
on	on|an
mergen	merigen
Þe	þu|þe
læs	læs|lesan
he	he
eow	ge|eowan|eow
slapende	slapan
gemete	gemetan|gemet
þonne	þonne|se
he	he
færinga	færinga
cymð	None
Soðlice	soþlice|soðlice
þæt	þæt|se
ic	ic
eow	ge|eowan|eow
secge	secg
eallum	eall|eal
ic	ic
hit	hit
secge	secg
waciað	None
Soþlice	soþlice
þa	þu|þa|se
æfter	æfter
twam	twegen
dagum	dæg|dah|dag
wæron	wesan|seon|beon
Eastron	easter
&	None
þa	þu|þa|se
sohton	sœ̄сan|seсan|secan
þa	þu|þa|se
heahsacerdas	heahsacerd
&	None
þa	þu|þa|se
boceras	boh|bocere
hu	hu
hi	hi|heo
hine	he
mid	mid
facne	facn|facen
namon	niman
&	None
ofslogon	ofslean
Ða	þa|se
cwædon	cweþan|cweðan
hi	hi|heo
n	næs|ne
æs	æs
na	na
on	on|an
freolsdæge	freolsdæg
þe	þu|þe|se
læs	læs|lesan
þæs	se
folces	folc
gehlyd	gehlyd
wurde	weorþan
And	and
þa	þu|þa|se
se	se
hælend	hælend
wæs	wesan|seon|beon
on	on|an
Bethania	bethania
on	on|an
Simones	simone
huse	hus
anes	an
hreoflan	hreofla
&	None
þar	þær
sæt	sæt|sittan
þa	þu|þa|se
com	cuman
an	on|an
wif	wif
&	None
hæfde	habban
hyre	hyrian|hyre|hyran|hyr|hire|heo
sealfbox	sealfbox
deorwyrþes	deorwyrþe
nardes	nard
&	None
tobrocenum	tobrecan
sealfboxe	sealfbox
ofer	ofer
his	hit|his|he
heafod	heafod
aget	agitan
Sume	sum
hit	hit
unwurðlice	unweorþlice
forbæron	forberan
&	None
betwux	betweoh
him	him|hi|he
sylfum	self
cwædon	cweþan|cweðan
for	for|faran
hwi	hwy|hwi
wæs	wesan|seon|beon
þisse	þes
sealfe	sealf
forspillednes	forspillednes
geworden	weorþan|geweorþan
Þeos	þes
sealf	sealf
mihte	miht|meaht|magan
beon	beon|beo|bannan
geseald	sellan|gesellan|geseald
to	toh|to
þrim	þri
hund	hund|1000
penegum	pening
&	None
beon	beon|beo|bannan
þearfum	þearfa
geseald	sellan|gesellan|geseald
&	None
yrsydon	irsian
agen	ongeagn|agen|agan
hi	hi|heo
Ða	þa|se
cwæð	cweðan
se	se
hælend	hælend
lætað	None
hi	hi|heo
Hwi	hwy
synt	None
ge	ge
hire	hire|heo
grame	gram
God	god
weorc	weorc
heo	heo
on	on|an
me	me|ic
worhte	wyrсean|wyrсan|wyrcan
Soðlice	soþlice|soðlice
symble	simble
ge	ge
habbað	None
þearfan	þearfa
mid	mid
eow	ge|eowan|eow
&	None
þonne	þonne|se
ge	ge
wyllað	None
ge	ge
magon	magan
him	him|hi|he
teala	tela
don	don
Me	ic
ge	ge
symble	simble
n	næs|ne
abbað	None
Þeos	þes
sealde	sellan
þæt	þæt|se
heo	heo
hæfde	habban
Heo	heo
com	cuman
to	toh|to
smyrianne	smirwan
minne	min
lichaman	lichama
on	on|an
byrgene	byrgen
Soðlice	soþlice|soðlice
ic	ic
eow	ge|eowan|eow
secge	secg
swa	swa
hwar	hwær
swa	swa
þis	þes
godspell	godspell
gebodad	gebodian
bið	None
on	on|an
eallum	eall|eal
middanearde	middaneard
bið	None
gebodod	gebodian|bodian
þæt	þæt|se
heo	heo
þis	þes
on	on|an
his	hit|his|he
gemynde	gemynd
dyde	dydan|don
Ða	þa|se
Iudas	iudas
Scarioth	scarioth
þæt	þæt|se
is	wesan|seon|is
wiþersaca	wiþersæc|wiþersaca
an	on|an
of	of
þam	þæm|þam|se
twelfum	twelf
ferde	feran
to	toh|to
þam	þæm|þam|se
heahsacerdum	heahsacherd
þæt	þæt|se
he	he
hine	he
belæwde	belæwan
Þa	þa|se
hi	hi|heo
þis	þes
gehyrdon	gehyrdan|gehyran
hi	hi|heo
fahnodon	fægenian
&	None
beheton	behatan
him	him|hi|he
feoh	feoh
to	toh|to
syllanne	None
&	None
he	he
smeade	smeagean|smeagan
hu	hu
he	he
hine	he
digellice	digellice
sealde	sellan
And	and
þam	þæm|þam|se
forman	forma
dæge	dæge|dæg
azimorum	azimorum
þa	þu|þa|se
hi	hi|heo
Eastron	easter
offrodon	offrian
his	hit|his|he
leorningcnihtas	leornungcniht
him	him|hi|he
sædon	secgan
hwyder	hwider
wylt	None
þu	þu
þæt	þæt|se
we	we
faron	None
&	None
gegearwian	gegearwian
þe	þu|þe|se
þæt	þæt|se
ðu	þu
Eastron	easter
ete	etan
Ða	þa|se
sende	sendan
he	he
twegen	twegen
of	of
his	hit|his|he
leorningcnihtum	leornungcniht
&	None
sæde	sæd|secgan
him	him|hi|he
gað	gað
on	on|an
þa	þu|þa|se
ceastre	ceaster
&	None
inc	git
agen	ongeagn|agen|agan
yrnð	None
sum	sum|su
man	munan|mann|man
berende	beran
sume	sum
wæterflaxan	wæterflasce
Folgiað	None
him	him|hi|he
&	None
swa	swa
hwyder	hwider
swa	swa
he	he
inngæð	ingan
secgað	None
þæs	se
huses	hus
hlaforde	hlaford
vre	ure
Lareow	None
segð	None
hwar	hwær
is	wesan|seon|is
min	min|ic
gysthus	gæsthus
&	None
min	min|ic
gereord	gerædan|gereord
hwar	hwær
ete	etan
ic	ic
Eastron	easter
mid	mid
minum	minum|min
leorningcnihtum	leornungcniht
And	and
he	he
inc	git
geswutelað	geswutelian
mycele	micel
healle	heall
gedæfte	gedæfte|gedæftan
&	None
gegeearwiað	gegeearwian
us	we|us
þara	þær|se
Þa	þa|se
ferdon	feran
his	hit|his|he
leorningcnihtas	leornungcniht
&	None
comon	cuman
on	on|an
þa	þu|þa|se
ceastre	ceaster
&	None
fundon	findan
hit	hit
eall	eall|eal
swa	swa
he	he
sæde	sæd|secgan
&	None
gegearwodon	gegearwian
þa	þu|þa|se
Eastron	easter
Soðlice	soþlice|soðlice
þa	þu|þa|se
æfen	æfen
com	cuman
him	him|hi|he
twelfum	twelf
mid	mid
him	him|hi|he
Sittendum	None
&	None
etendum	None
sæde	sæd|secgan
se	se
hælend	hælend
soðlice	soþlice|soðlice
ic	ic
eow	ge|eowan|eow
secge	secg
þæt	þæt|se
eower	ge|eower
an	on|an
þe	þu|þe|se
mid	mid
me	me|ic
yt	ytan
gesylð	gesyllan
me	me|ic
Ða	þa|se
ongunnon	onginnan
hi	hi|heo
beon	beon|beo|bannan
dreorige	dreorig
&	None
betwux	betweoh
him	him|hi|he
cweðan	cweðan
cwyst	cwysan
þu	þu
eom	wesan|seon|eoh
ic	ic
hit	hit
Þa	þa|se
sæde	sæd|secgan
he	he
him	him|hi|he
an	on|an
of	of
eow	ge|eowan|eow
twelfum	twelf
me	me|ic
sylð	None
se	se
ðe	þu|þe|ðe
his	hit|his|he
hand	hand
on	on|an
disce	disc
mid	mid
me	me|ic
dypð	None
And	and
witodlice	witodlice
mannes	mann
sunu	sunu
gæð	None
swa	swa
be	be
him	him|hi|he
awriten	awriten|awritan
is	wesan|seon|is
Wa	wa
þam	þæm|þam|se
menn	mann
þurh	þurh
þone	se
þe	þu|þe|se
mannes	mann
sunu	sunu
geseald	sellan|gesellan|geseald
bið	None
betere	god|betera
him	him|hi|he
wære	wære|wær|wesan|seon|beon
þæt	þæt|se
se	se
mann	mann
acenned	acennan
n	næs|ne
ære	ær
Him	him|hi|he
þa	þu|þa|se
etendum	None
afeng	afon
se	se
hælend	hælend
hlaf	hlaf
&	None
hine	he
bletsiende	bletsian
bræc	brecan
&	None
sealde	sellan
him	him|hi|he
&	None
þus	þus
cwæð	cweðan
nimað	None
ðis	þes
ys	None
min	min|ic
lichama	lichama
&	None
onfeng	onfon
calice	calic
&	None
Gode	god
þancas	þanc
dyde	dydan|don
&	None
sealde	sellan
him	him|hi|he
&	None
ealle	ealle|eall|eal
him	him|hi|he
of	of
druncon	drincan
Þa	þa|se
sæde	sæd|secgan
he	he
him	him|hi|he
ðis	þes
ys	None
min	min|ic
blod	blod
þære	þære|se
niwan	niwe
cyðnesse	cyðnes
þæt	þæt|se
bið	None
for	for|faran
manegum	manig
agoten	ageotan
Soðlice	soþlice|soðlice
ic	ic
eow	ge|eowan|eow
secge	secg
þæt	þæt|se
ic	ic
heonon	heonan
forð	forþ|forð
ne	nesan|neh|ne
drince	drincan
of	of
þyses	þes
wingeardes	wingeard
cynne	cynn
oð	oþ|oð
þone	se
dæg	dæg
þonne	þonne|se
ic	ic
hine	he
niwne	niwe
drince	drincan
on	on|an
Godes	godes|god
rice	romana
And	and
